# FRECHET
# genspc	taxon	samples	   llmt	 median	   rrmt	entropy	          a1         mu1      theta1      kappa1         mu2      theta2      kappa2          a2         mu3      theta3      kappa3       rRMSE        AIC         BIC
stroratt	 M_Ne	 22832	     17	   52.2	   4063	-2.1350	  7.3497e-01 -8.0012e+01  1.2527e+02  1.8793e+01 -4.8449e+02  5.7952e+02  1.4963e+01  1.1816e-01 -1.3549e+02  5.2702e+02  1.6204e+00  3.6457e-04  2.2461e+05  2.2470e+05
stroster	 M_Ne	 20841	     21	   51.8	   4334	-2.1304	  7.4509e-01 -8.3078e+01  1.2811e+02  1.8556e+01 -4.8741e+02  5.7704e+02  1.4050e+01  1.0728e-01 -1.3506e+02  5.2824e+02  1.5773e+00  2.9651e-04  2.0446e+05  2.0455e+05
strovene	 M_Ne	 23420	     16	   50.4	   4318	-2.2179	  6.8144e-01 -3.8148e+00  4.6957e+01  7.6704e+00 -5.6198e+01  1.8309e+02  1.9621e+00  2.5236e-01  3.1609e+02  5.8305e+02  1.3775e+00  2.7924e-04  2.3802e+05  2.3810e+05
strovulg	 M_Ne	 69650	     16	   72.3	   2703	-2.4451	  4.1112e-02 -1.3119e+02  1.7073e+02  1.0299e+01  4.0524e+01  1.5671e+01  1.6834e+00  6.1628e-01 -1.3574e+02  3.6388e+02  2.0650e+00  2.7124e-04  7.8427e+05  7.8437e+05
strucame	 M_Av	 155047	     31	 1155.2	 119069	-3.8422	  6.0462e-02  5.6017e+01  4.3070e+01  1.6932e+00 -1.0570e+02  9.8934e+02  1.0922e+00  1.8591e-05  2.7429e+06  2.7430e+06
sturvulg	 M_Av	 159269	     28	  892.7	  99252	-3.7271	  1.0113e-01  5.2696e+01  3.8338e+01  1.8760e+00 -7.8585e+01  8.0769e+02  1.0783e+00  2.1720e-05  2.7332e+06  2.7333e+06
styllemn	 O_Al	 30562	     29	   62.1	    413	-2.1912	  3.0139e-01 -3.9783e+01  7.2963e+01  2.3596e+01 -6.7575e+00  6.5608e+01  3.1532e+00  4.5954e-01 -1.6740e+03  1.8141e+03  2.9686e+01  2.0519e-03  3.0833e+05  3.0842e+05
suilbrev	 F_Ba	 90744	     16	   53.8	    542	-1.5741	  8.7629e-01  3.4310e+00  4.7962e+01  1.1402e+01 -3.5565e+00  6.5779e+01  1.5069e+00  3.3395e-04  6.5752e+05  6.5759e+05
suillute	 F_Ba	 153215	     16	   56.1	    714	-1.7682	  8.1397e-01  2.1631e+01  3.0679e+01  5.8710e+00 -8.8281e+00  9.0867e+01  1.7375e+00  1.6109e-04  1.2475e+06  1.2475e+06
sus_scro	 M_Mm	 199680	     18	 1553.1	 249870	-3.9945	  2.0908e-01  6.4435e+01  7.3229e+01  7.3314e-01 -2.1028e+02  1.6136e+03  1.0260e+00  1.8277e-05  3.6684e+06  3.6685e+06
symbkoch	 F_As	 26188	     18	   56.3	    438	-1.7715	  7.8667e-01  2.6985e+01  2.5323e+01  4.5468e+00 -8.2923e+00  7.8967e+01  2.1614e+00  3.8642e-04  2.1360e+05  2.1365e+05
syphmuri	 M_Ne	 59356	     16	  139.1	   2478	-2.6562	  1.8526e-01 -1.1803e+02  1.8861e+02  1.4848e+01 -5.7509e+01  1.7924e+02  4.2526e+00  3.5072e-01 -7.2238e+01  2.3274e+02  1.8905e+00  1.1148e-04  7.2604e+05  7.2614e+05
taenasia	 M_Pl	 27490	     16	  172.2	   9544	-2.9319	  1.8129e-01 -3.4098e+00  3.8022e+01  8.6435e+00 -6.9690e+01  1.4230e+02  1.9559e+01  1.9242e-01 -1.0888e+02  3.9818e+02  1.5139e+00  1.3719e-04  3.7096e+05  3.7105e+05
taengutt	 M_Av	 141507	     21	  898.5	  74857	-3.7071	  8.7457e-02  5.3429e+01  4.0342e+01  1.7721e+00 -9.5192e+01  8.1772e+02  1.1518e+00  2.3429e-05  2.4160e+06  2.4161e+06
taensoli	 M_Pl	 56567	     16	  246.6	  11166	-3.0674	  1.3042e-01  1.1350e+01  2.3278e+01  4.7188e+00 -1.4571e+02  2.1882e+02  3.0000e+01  1.6223e-01 -1.3702e+02  4.5085e+02  1.5360e+00  9.7310e-05  7.9942e+05  7.9952e+05
takirubr	 M_Fs	 207893	     22	  157.1	  23894	-2.9299	  4.6340e-01  4.5859e+01  3.5938e+01  2.4645e+00 -1.4189e+01  3.3851e+02  1.0972e+00  5.8020e-05  2.8028e+06  2.8028e+06
talaacul	 F_As	 33775	     16	   59.4	    620	-1.8012	  8.4863e-01  2.4649e+01  3.0539e+01  4.4618e+00 -3.4175e+00  7.8000e+01  1.6325e+00  2.7983e-04  2.8019e+05  2.8024e+05
talamarn	 F_As	 21410	     16	   60.0	    476	-1.8112	  8.3162e-01  1.9467e+01  3.6362e+01  5.3269e+00 -3.2589e+01  1.0398e+02  2.2064e+00  4.2327e-04  1.7860e+05  1.7865e+05
talastip	 F_As	 28254	     16	   58.9	    530	-1.9471	  7.8881e-02 -2.0514e+02  2.3454e+02  3.0000e+01  2.7483e+01  2.7384e+01  3.7028e+00  7.9274e-01 -1.5502e+02  2.8934e+02  3.7485e+00  3.8577e-04  2.5361e+05  2.5370e+05
taphdefo	 F_As	 2903	     26	   48.4	   1589	-1.6327	  2.6365e-01  2.4309e+01  2.2022e+01  9.2782e-01 -4.6114e+01  9.2483e+01  3.0000e+01  1.6197e-03  2.1818e+04  2.1860e+04
tarehass	 P_Eu	 146042	     30	  130.5	   2257	-2.6165	  5.0201e-01  1.7758e+01  7.3348e+01  4.6914e+00 -6.2461e+01  2.6824e+02  2.0895e+00  4.5404e-01 -3.4869e+02  8.8392e+02  6.9892e+00  7.6988e-05  1.7592e+06  1.7593e+06
tarssyri	 M_Mm	 170850	     28	 1513.8	 151801	-3.9360	  5.0952e-02 -2.4965e+02  3.3564e+02  3.0000e+01  2.0608e+01  1.5648e+02  1.5061e+00  1.4028e-01 -2.6614e+02  1.6297e+03  1.1208e+00  1.6989e-05  3.1006e+06  3.1007e+06
taureryt	 M_Av	 111645	     30	  983.1	  40828	-3.6831	  8.3720e-02  6.4314e+01  3.8928e+01  1.1426e+00 -2.0474e+02  9.9619e+02  1.4023e+00  2.7256e-05  1.8932e+06  1.8933e+06
telacirc	 M_Ne	 106708	     16	  337.5	  28004	-3.2608	  3.8679e-01  4.5085e+01  1.7607e+01  1.2392e+00 -1.0035e+02  4.6110e+02  1.2785e+00  3.6721e-01 -2.9005e+02  1.7732e+03  1.5833e+00  6.9743e-05  1.6013e+06  1.6014e+06
teranubi	 F_As	 16272	     18	   60.4	    912	-1.9421	  7.5567e-01  2.9828e+01  2.4997e+01  4.1372e+00 -2.7984e+01  1.3306e+02  1.9841e+00  3.0006e-04  1.4553e+05  1.4558e+05
terfboud	 F_As	 35620	     16	   65.0	    642	-2.0337	  7.3126e-01  3.3834e+01  2.4234e+01  2.7167e+00 -4.4328e+01  1.2502e+02  2.3481e+00  2.3327e-04  3.3355e+05  3.3361e+05
testcype	 F_Ba	 5495	     17	  119.8	   1770	-2.5770	  2.8783e-01 -1.1412e+01  7.2438e+01  1.6506e+00 -6.9072e+01  1.7593e+02  7.2926e+00  5.3592e-01 -3.4688e+02  6.6217e+02  3.3525e+00  9.5087e-04  6.5218e+04  6.5291e+04
tetrther	 O_Al	 88673	     17	   83.7	   1496	-2.4589	  4.0879e-01 -2.0068e+01  9.1369e+01  2.0928e+00 -2.9804e+01  8.4976e+01  1.6044e+01  3.0265e-01 -1.1096e+02  2.9225e+02  2.5274e+00  3.0709e-04  1.0039e+06  1.0040e+06
tetrurti	 M_Ar	 91330	     16	  104.4	  28537	-2.7665	  4.3047e-01  7.6751e+00  6.2749e+01  5.0962e+00  9.3910e+00  1.5946e+02  9.1211e-01  8.0318e-05  1.1632e+06  1.1632e+06
thalocea	 O_St	 43776	     42	   91.5	   1656	-2.4025	  3.0068e-01 -2.0315e+02  2.7362e+02  3.0000e+01  1.4638e+00  9.7670e+01  1.7449e+00  5.2103e-04  4.8364e+05  4.8370e+05
thalpseu	 O_St	 18937	     16	   90.8	    996	-2.2803	  4.7632e-01 -3.6745e+01  1.1333e+02  2.0603e+00  4.2225e+01  4.2008e+01  3.6963e+00  6.2701e-04  1.9874e+05  1.9879e+05
thamsirt	 M_Rp	 92316	     30	 1432.2	  89053	-3.8867	  1.2054e-01  6.7788e+01  5.3697e+01  8.2987e-01 -2.5837e+02  1.4408e+03  1.2648e+00  2.8007e-05  1.6515e+06  1.6515e+06
thectrah	 O_Ap	 9138	     20	  114.6	   1536	-2.6697	  4.7786e-01  1.3218e+01  2.5790e+01  1.4244e+00  5.7907e+01  4.0547e+01  1.9248e+00  1.1170e-01 -2.8747e+02  5.3618e+02  3.8991e+00  1.4087e-03  1.1233e+05  1.1241e+05
theiannu	 O_Al	 9485	     16	   47.6	    494	-1.9788	  3.9591e-01  2.4724e+01  5.3711e+00  3.0292e+00 -1.1299e+02  1.7113e+02  6.9855e+00  5.3880e-01 -1.2229e+02  2.9753e+02  3.4931e+00  6.5424e-04  8.6449e+04  8.6527e+04
theiequi	 O_Al	 8309	     20	   36.3	   3161	-1.6417	  7.0172e-01  1.9158e+01  1.4954e+01  8.7041e+00 -1.3251e+01  7.1843e+01  2.6238e+00  2.4417e-01  3.6833e+01  3.1469e+02  1.0178e+00  1.6716e-03  6.2778e+04  6.2855e+04
theiorie	 O_Al	 12287	     16	   65.4	    656	-2.1978	  3.6339e-01  2.7712e+01  3.2865e+00  1.3789e+00 -6.7721e+01  1.4854e+02  3.0933e+00  1.0269e-03  1.2430e+05  1.2435e+05
theiparv	 O_Al	 20708	     16	   63.8	    708	-2.1688	  3.2321e-01  2.3957e+01  6.3299e+00  3.4615e+00 -1.5486e+02  2.2112e+02  7.7152e+00  5.4434e-01 -4.9454e+01  2.3268e+02  2.7624e+00  7.0056e-04  2.0681e+05  2.0689e+05
thelcall	 M_Ne	 55136	     16	  203.9	   1582	-2.7645	  1.6785e-01  4.6636e+01  4.4993e+01  1.4293e+00 -1.9172e+02  3.7493e+02  3.4450e+00  1.1665e-04  7.0195e+05  7.0201e+05
thelkita	 M_Cn	 29945	     16	   23.2	 318553	-1.8101	  9.9369e-01  1.9900e+01  1.5643e+00  4.3271e-01 -4.5844e+01  6.6547e+01  2.0288e+01  8.2632e-03  2.4992e+05  2.4998e+05
thelmicr	 F_As	 17049	     18	   59.0	    813	-2.0462	  6.0480e-01  3.8737e+01  1.3664e+01  2.6097e+00 -3.2744e+01  1.1219e+02  2.1618e+00  6.3087e-04  1.6059e+05  1.6064e+05
thelster	 F_As	 15149	     41	   63.8	   1054	-2.1894	  5.0420e-01 -1.3766e+00  5.3247e+01  1.2268e+01 -2.2566e+02  3.0189e+02  1.3279e+01  2.5482e-01 -2.2254e+02  4.3966e+02  3.6266e+00  4.5558e-04  1.5275e+05  1.5283e+05
theocaca	 P_Eu	 124320	     21	  209.8	  12714	-2.9841	  3.9601e-01  1.9255e+01  7.3986e+01  4.1696e+00 -2.1433e+01  3.3291e+02  1.2872e+00  5.4719e-01 -4.0024e+02  1.0778e+03  4.2862e+00  4.5355e-05  1.7081e+06  1.7082e+06
theraura	 F_As	 20351	     17	   66.4	   1047	-2.0655	  7.6201e-01  3.7157e+01  2.2038e+01  2.1224e+00  8.1788e-01  7.6557e+01  1.4912e+00  3.1928e-04  1.9359e+05  1.9364e+05
thieanta	 F_As	 19056	     16	   66.1	    971	-2.0697	  6.8427e-01  2.9282e+01  2.9011e+01  3.4595e+00 -1.2932e+01  9.9242e+01  1.8043e+00  3.0689e-04  1.8163e+05  1.8169e+05
thieappe	 F_As	 27452	     16	   66.7	    969	-2.0926	  6.4416e-01  2.6905e+01  3.1682e+01  3.6980e+00 -9.8466e+00  9.0150e+01  1.7856e+00  2.0052e-04  2.6455e+05  2.6461e+05
thiearen	 F_As	 29077	     16	   68.8	    886	-2.0592	  7.7034e-01  2.6246e+01  3.4442e+01  3.3403e+00 -2.2339e+01  1.1968e+02  1.8848e+00  2.6995e-04  2.7576e+05  2.7582e+05
thiehyrc	 F_As	 24540	     17	   69.5	    999	-2.1188	  6.8870e-01  3.1015e+01  2.9582e+01  2.8583e+00 -1.1909e+01  9.5997e+01  1.7545e+00  2.6530e-04  2.3944e+05  2.3949e+05
thieterr	 F_As	 17866	     17	   73.0	    974	-2.1209	  7.4116e-01  2.8965e+01  3.5325e+01  2.9468e+00 -1.4197e+01  1.0306e+02  1.7457e+00  3.6599e-04  1.7451e+05  1.7456e+05
thozspec	 F_As	 47313	     16	   64.7	    869	-1.9970	  7.4492e-01  2.8549e+01  3.0045e+01  3.5069e+00 -4.9775e+00  8.2743e+01  1.6645e+00  2.5276e-04  4.3509e+05  4.3515e+05
tillanom	 F_Ba	 18237	     19	   78.4	    571	-1.9569	  8.6301e-01 -2.1682e+01  9.3991e+01  8.4965e+00 -7.2720e+01  1.7172e+02  2.4911e+00  3.3983e-04  1.6439e+05  1.6444e+05
tillwash	 F_Ba	 26359	     21	   58.5	    873	-1.8492	  7.6560e-01  2.8000e+01  2.6333e+01  5.7163e+00 -2.5559e+01  1.3568e+02  2.0290e+00  7.9121e-04  2.2426e+05  2.2432e+05
tinagutt	 M_Av	 129567	     28	  874.6	  54534	-3.6715	  7.8211e-02  4.6690e+01  4.8089e+01  2.0086e+00 -1.2439e+02  8.2314e+02  1.2427e+00  2.4753e-05  2.1906e+06  2.1907e+06
torudelb	 F_As	 167	     51	   72.2	    812	-2.0637	  7.5929e-01  1.8361e+01  4.3561e+01  5.4608e+00 -7.4924e+01  2.3086e+02  2.8701e+00  8.3692e-03  1.6089e+03  1.6307e+03
tothfusc	 F_As	 32501	     16	   58.0	    652	-1.8997	  7.1759e-01  2.3792e+01  2.9122e+01  5.5334e+00 -3.1864e+01  1.2006e+02  2.3130e+00  2.8831e-04  2.8426e+05  2.8432e+05
toxocani	 M_Ne	 50928	     16	  725.5	   4624	-3.3086	  2.1712e-02 -6.4840e+02  7.1814e+02  1.6758e+01 -6.6895e+02  1.2636e+03  3.8302e+00  9.5720e-01 -9.3270e+02  3.0735e+03  5.0375e+00  7.4276e-05  7.7597e+05  7.7606e+05
toxogond	 O_Al	 68674	     16	  467.0	   1773	-3.0259	  8.6610e-01 -2.6220e+03  2.9861e+03  1.3591e+01  3.7592e+02  1.8726e+01  8.9262e-01  1.7246e-02  2.4807e+01  5.2549e+02  5.7053e+00  2.6309e-04  9.5793e+05  9.5804e+05
tramljub	 F_Ba	 78152	     16	   58.4	    560	-1.6860	  8.8948e-01  1.8645e+01  3.6348e+01  6.4663e+00 -2.2639e+01  1.0927e+02  1.8363e+00  3.0160e-04  6.0662e+05  6.0668e+05
tramvers	 F_Ba	 77575	     16	   58.1	   1101	-1.6956	  8.7557e-01  3.2072e+00  5.1585e+01  9.8292e+00 -8.3894e+00  9.7184e+01  1.4602e+00  1.2270e-01  4.3317e+02  2.2064e+03  6.7259e-01  2.9918e-04  6.0580e+05  6.0590e+05
tremmese	 F_Ba	 37703	     18	   80.9	    692	-2.3173	  3.3188e-01 -3.8866e+01  8.3199e+01  2.6147e+01 -3.3475e+01  1.0485e+02  2.4678e+00  3.7994e-01 -1.5919e+02  3.3316e+02  5.4107e+00  2.7453e-04  4.0220e+05  4.0229e+05
trempert	 F_As	 35064	     16	   55.5	    623	-1.8607	  7.0704e-01  3.0437e+01  2.0357e+01  4.4645e+00 -1.9643e+01  1.0168e+02  2.2036e+00  3.6328e-04  3.0043e+05  3.0049e+05
tribcast	 M_In	 124660	     18	   55.6	  64951	-2.6041	  5.3149e-01  1.0477e+01  3.7136e+01  1.0980e+01  2.6590e+01  1.1390e+02  6.3155e-01  2.7616e-01 -2.8360e+03  4.2878e+03  3.2347e+00  1.1397e-04  1.5111e+06  1.5112e+06
tricabie	 F_Ba	 82775	     16	   57.8	    479	-1.6722	  8.7598e-01  1.5027e+01  3.9553e+01  7.3761e+00 -2.2210e+01  9.8357e+01  1.9594e+00  2.2325e-04  6.3723e+05  6.3729e+05
tricadha	 M_Pl	 169887	     16	  134.2	   3142	-2.6708	  6.0216e-01  3.6802e+01  5.8170e+01  2.1614e+00 -7.6030e+01  2.7745e+02  1.8366e+00  3.6877e-01 -3.2422e+02  1.2542e+03  3.4963e+00  7.5333e-05  2.0888e+06  2.0889e+06
tricaspe	 F_As	 23471	     17	   69.3	    871	-2.0652	  7.8523e-01  2.7836e+01  3.3977e+01  3.0970e+00 -2.8721e+01  1.1847e+02  1.8522e+00  2.8399e-04  2.2321e+05  2.2326e+05
tricatro	 F_As	 20382	     16	   68.6	   1186	-2.0929	  7.1280e-01  2.2321e+01  3.8279e+01  3.9922e+00 -1.0389e+01  1.0007e+02  1.6292e+00  2.9958e-04  1.9646e+05  1.9651e+05
tricbisp	 F_As	 23234	     16	   51.6	    792	-1.8203	  7.6727e-01  2.7976e+01  1.9416e+01  3.9407e+00 -4.7114e+00  8.3720e+01  1.6995e+00  4.1577e-04  1.9471e+05  1.9476e+05
tricchia	 F_Ba	 28444	     21	   61.9	    644	-2.1686	  9.2193e-02 -1.2588e+02  1.6981e+02  2.5960e+01  3.8891e+01  1.3692e+01  1.7883e+00  5.8867e-01 -2.0906e+02  3.4072e+02  4.6798e+00  3.9208e-04  2.8436e+05  2.8445e+05
triccitr	 F_As	 212	     47	   70.5	   1010	-2.0865	  1.0000e+00  4.0724e+01  2.4203e+01  1.4353e+00  7.2994e-03  2.0421e+03  2.0521e+03
tricharz	 F_As	 26905	     16	   66.7	    869	-2.0172	  7.9400e-01  2.6975e+01  3.3212e+01  3.4690e+00 -3.1563e+01  1.2201e+02  1.8550e+00  2.3735e-04  2.4990e+05  2.4996e+05
triclong	 F_As	 21497	     17	   71.5	   1426	-2.1542	  7.1605e-01  3.2690e+01  2.9725e+01  2.6960e+00 -8.1217e+00  1.0138e+02  1.5232e+00  2.9162e-04  2.1323e+05  2.1329e+05
tricmana	 M_Mm	 170926	     30	 1442.2	 309527	-3.9769	  2.3839e-02  4.4840e+01  3.9848e+01  5.4489e+00  5.7072e+01  8.0021e+01  9.2314e-01  1.5368e-01 -1.2923e+02  1.3545e+03  9.4164e-01  1.6431e-05  3.1299e+06  3.1300e+06
tricmats	 F_Ba	 84964	     16	   55.2	    745	-1.6541	  8.3713e-01 -4.7080e+01  9.9502e+01  2.1807e+01 -2.7708e+01  8.6574e+01  2.3871e+00  1.4988e-01  2.4901e+01  2.4537e+02  8.7392e-01  1.3844e-04  6.4713e+05  6.4723e+05
tricmuri	 M_Ne	 71271	     18	   58.8	  10550	-2.3469	  6.4051e-01 -9.2774e+01  1.4496e+02  3.0000e+01 -4.4137e+00  1.7025e+02  1.1436e+00  2.6284e-01 -5.5170e+02  2.0350e+03  2.1080e+00  2.4175e-04  7.6633e+05  7.6643e+05
tricnati	 M_Ne	 50698	     16	   75.2	   2264	-2.3578	  6.3073e-01 -4.2423e+00  6.4901e+01  6.1333e+00 -5.3950e+01  2.1429e+02  1.8039e+00  1.7957e-04  5.5014e+05  5.5020e+05
tricolea	 F_Ba	 21907	     16	   40.6	    746	-1.9200	  7.3073e-01  2.6525e+01  8.1399e+00  1.7710e+00 -3.1110e+01  1.2059e+02  2.1638e+00  9.9573e-04  1.9363e+05  1.9369e+05
tricpeta	 F_As	 3549	     19	   47.6	   1770	-1.9590	  6.6616e-01  4.3877e+00  3.8480e+01  7.9041e+00 -7.6376e-01  6.7754e+01  1.2850e+00  9.1707e-04  3.2018e+04  3.2062e+04
tricpret	 M_In	 62295	     16	   88.1	  65078	-2.7134	  5.7644e-01 -2.0736e+02  2.7973e+02  3.0000e+01  5.4000e+00  3.2517e+02  8.3665e-01  1.4329e-04  7.7723e+05  7.7729e+05
tricrees	 F_As	 18049	     16	   75.4	    930	-2.1951	  6.2686e-01  3.0077e+01  3.3988e+01  2.8499e+00 -2.1127e+01  1.1031e+02  2.0038e+00  3.2958e-04  1.8246e+05  1.8251e+05
tricrege	 M_Pl	 24957	     16	 1056.2	  10221	-3.5514	  1.1705e-01 -2.5233e+02  2.9452e+02  2.9370e+01 -5.8099e+01  2.1734e+02  1.5741e+00  2.9880e-01 -3.6680e+03  5.3056e+03  5.0972e+00  1.2986e-04  4.0844e+05  4.0853e+05
tricrubr	 F_As	 18104	     16	   67.0	    467	-1.9543	  7.6583e-01  1.2347e+01  4.8470e+01  5.6374e+00 -7.2497e+01  1.5923e+02  3.1425e+00  3.6755e-04  1.6293e+05  1.6299e+05
tricspir	 M_Ne	 138810	     16	   84.5	   2263	-2.5663	  3.8529e-01 -1.2217e+01  8.1063e+01  1.5500e+00  2.2957e+01  3.7711e+01  3.7971e+00  3.7133e-01 -2.0653e+02  4.6588e+02  2.6705e+00  1.1839e-04  1.6397e+06  1.6398e+06
tricsuis	 M_Ne	 63901	     16	   59.8	  20125	-2.4926	  5.5445e-01 -8.9756e+01  1.4142e+02  3.0000e+01 -4.8154e+02  5.3919e+02  2.4810e+01  6.8059e-02 -7.3039e+01  4.1500e+02  1.1113e+00  2.0200e-04  7.3048e+05  7.3058e+05
trictric	 M_Ne	 30745	     16	   57.6	   4978	-2.2437	  6.2429e-01 -9.6909e+01  1.4846e+02  3.0000e+01 -8.6273e+00  8.9229e+01  1.2831e+00  2.3999e-01 -2.4323e+02  7.8788e+02  1.9078e+00  2.5414e-04  3.1713e+05  3.1722e+05
tricvagi	 O_Pa	 193	     16	  102.5	 129662	-2.9014	  1.0000e+00  1.3059e+01  4.6216e+01  6.6704e-01  8.3023e-03  2.5681e+03  2.5779e+03
tricverr	 F_As	 12529	     19	   68.8	    300	-2.0647	  5.1973e-01 -3.3715e+02  4.1201e+02  1.0636e+01 -1.2041e+02  1.8072e+02  2.5284e+01  9.8384e-04  1.1913e+05  1.1918e+05
tricvire	 F_As	 23801	     17	   68.0	    953	-2.0855	  6.5517e-01  1.5658e+01  4.4518e+01  5.1096e+00 -1.1642e+01  9.5205e+01  1.8250e+00  2.9554e-04  2.2859e+05  2.2865e+05
trifprat	 P_Eu	 137769	     42	  234.6	   6897	-3.0057	  2.8486e-01 -7.4886e-01  9.1648e+01  6.5901e+00 -3.0936e+01  2.1232e+02  1.7310e+00  4.2613e-01 -1.1315e+02  7.7051e+02  1.9376e+00  4.6389e-05  1.9061e+06  1.9062e+06
tringuia	 F_As	 26210	     17	   66.1	    598	-2.0532	  7.3298e-01  3.4666e+01  2.3487e+01  2.5659e+00 -6.8858e+01  1.6425e+02  2.8637e+00  3.6679e-04  2.4779e+05  2.4784e+05
tritaest	 P_Mo	 286887	     17	  132.0	   3723	-2.7344	  5.8626e-01  3.7403e+01  5.3322e+01  2.9387e+00 -2.5136e+02  6.2937e+02  2.3930e+00  6.9628e-05  3.6113e+06  3.6114e+06
tritspec	 F_Ba	 34685	     17	   67.1	    329	-1.7775	  9.4657e-01  2.3396e+01  3.9492e+01  4.3966e+00 -2.7858e+01  1.1249e+02  2.0325e+00  4.4284e-04  2.8382e+05  2.8388e+05
trypbruc	 O_Eu	 11	     20	  608.0	    186	-4.1708	  7.0690e-01  1.9900e+01  6.0996e+01  2.3218e-01 -2.3405e+03  3.7061e+03  3.6391e+00  8.3724e-02  1.7103e+02  1.7381e+02
trypcong	 O_Eu	 6	     20	  141.5	   1037	-2.2153	  1.0000e+00  1.9363e+01  3.8286e+01  1.6143e+00  2.0345e-01  7.0670e+01  7.0045e+01
trypcruz	 O_Eu	 45	     16	  113.5	  72286	-3.0051	  1.0000e+00  4.9342e+00  7.6526e+01  7.7303e-01  2.1975e-02  6.2538e+02  6.3080e+02
trypelut	 F_As	 26297	     17	   59.1	    590	-1.9129	  7.1953e-01  2.7566e+01  2.5958e+01  4.3541e+00 -2.4532e+01  1.0941e+02  2.3281e+00  3.1394e-04  2.3163e+05  2.3169e+05
trypevan	 O_Eu	 5	     30	  988.0	  21660	-3.0000	  1.0000e+00  2.9900e+01  1.1937e+02  1.0185e+00  1.9903e-01  7.7326e+01  7.6154e+01
trypviva	 O_Eu	 6	    363	  831.0	   4828	 0.0000	  1.0000e+00  3.5811e+02  8.0992e+02  3.0062e-01  1.6602e-01  1.1428e+02  1.1365e+02
tubemela	 F_As	 11366	     16	   63.0	    765	-1.9536	  1.3923e-01  3.6950e+00  5.7600e+01  1.3062e+00  3.4991e+01  2.3086e+01  2.3075e+00  5.8542e-04  1.0228e+05  1.0233e+05
tulacalo	 F_Ba	 75950	     16	   62.8	   1603	-1.8410	  8.5200e-01  1.5146e+01  4.3602e+01  6.4202e+00  6.7530e-01  8.6025e+01  1.1525e+00  2.2944e-04  6.4363e+05  6.4370e+05
tupachin	 M_Mm	 179244	     17	 1777.9	 254685	-4.0343	  2.0979e-01  6.1372e+01  7.5145e+01  7.5732e-01 -2.7415e+02  1.8603e+03  1.0473e+00  1.9187e-05  3.3296e+06  3.3297e+06
turstrun	 M_Mm	 140565	     30	 1233.6	  80872	-3.8267	  9.9436e-02  5.6183e+01  3.6758e+01  1.8805e+00 -4.5238e+02  7.0561e+02  4.7490e+00  1.9153e-01 -2.0168e+02  1.6729e+03  1.2757e+00  2.1923e-05  2.4754e+06  2.4755e+06
tytoalba	 M_Av	 104335	     29	 1009.1	  37488	-3.6843	  6.4062e-02  6.5164e+01  3.6220e+01  1.2419e+00 -2.2505e+02  1.0223e+03  1.4501e+00  2.8549e-05  1.7702e+06  1.7703e+06
umberama	 F_Fu	 39830	     19	   70.9	    316	-1.7254	  9.2900e-01  2.0708e+01  4.6322e+01  6.1238e+00 -1.0857e+02  2.0964e+02  3.7121e+00  4.0218e-04  3.1633e+05  3.1639e+05
uncirees	 F_As	 16178	     17	   65.1	    648	-2.1147	  5.7357e-01 -1.0270e+01  6.7098e+01  1.0036e+01 -8.8120e+01  1.7492e+02  3.0897e+00  4.5793e-04  1.5762e+05  1.5768e+05
ursumari	 M_Mm	 176409	     29	 1441.9	 137298	-3.9373	  9.0456e-02  6.1872e+01  3.5328e+01  1.3864e+00 -2.9705e+02  5.7666e+02  3.5211e+00  1.2368e-01 -3.2774e+02  1.7810e+03  1.1626e+00  1.6283e-05  3.2074e+06  3.2075e+06
ustimayd	 F_Ba	 4762	     19	   95.3	    718	-2.4425	  3.5920e-01  3.2195e+00  3.5444e+01  1.7453e+00 -1.4363e+02  2.3358e+02  1.2587e+01  4.3330e-01 -2.1852e+02  4.3287e+02  5.4349e+00  8.8447e-04  5.3533e+04  5.3604e+04
ustispec	 F_Ba	 17942	     20	  138.9	   1112	-2.4329	  1.0680e-01  3.6568e+00  8.3533e+01  1.2645e+00  6.6569e+00  1.1678e+02  3.0171e+00  8.9320e-01 -1.3051e+02  1.0529e+03  6.5764e-01  3.3291e-04  2.0094e+05  2.0102e+05
valelaxa	 F_As	 17971	     17	   69.8	    966	-2.0372	  8.5409e-01  2.8500e+01  3.4035e+01  2.9925e+00 -3.1505e+01  1.4903e+02  1.7701e+00  3.1083e-04  1.6860e+05  1.6866e+05
ventinae	 F_Eu	 23454	     42	   55.7	    977	-1.8578	  6.6946e-01 -3.9439e+01  9.0532e+01  2.3746e+01  2.5419e+01  5.0759e+01  1.5684e+00  2.7567e-01  1.3591e+02  9.0040e+01  1.4238e+00  4.1041e-04  2.0037e+05  2.0046e+05
verrenal	 F_As	 30630	     16	   56.4	    721	-1.9160	  6.8067e-01  3.0750e+01  2.0508e+01  4.2094e+00 -1.5483e+01  9.7277e+01  2.0498e+00  3.4938e-04  2.7023e+05  2.7029e+05
vertalfa	 F_As	 18428	     20	   69.5	   1177	-2.2205	  6.6529e-01  3.8394e+01  1.8719e+01  2.0929e+00 -6.9806e+01  1.9593e+02  2.2815e+00  4.7828e-04  1.8840e+05  1.8846e+05
